gene_id	cluster_id	cluster_size	dup_status
fgenesh2_kg.1__3828__AT1G47250.1	C000317	12	duplicate
fgenesh2_kg.1__4471__AT1G53850.2	C000317	12	duplicate
fgenesh2_kg.3__1547__AT3G14290.1	C000317	12	duplicate
fgenesh2_kg.3__2427__AT3G22110.1	C000317	12	duplicate
fgenesh2_kg.4__640__AT2G27020.1	C000317	12	duplicate
fgenesh2_kg.7__3053__AT5G35590.1	C000317	12	duplicate
scaffold_202899.1	C000317	12	duplicate
scaffold_303349.1	C000317	12	duplicate
scaffold_502177.1	C000317	12	duplicate
scaffold_800845.1	C000317	12	duplicate
scaffold_803518.1	C000317	12	duplicate
Al_scaffold_0004_2505	C000318	11	duplicate
fgenesh1_pg.C_scaffold_7002148	C000318	11	duplicate
fgenesh1_pm.C_scaffold_4002061	C000318	11	duplicate
Al_scaffold_0004_2258	C000318	11	duplicate
fgenesh2_kg.4__2515__AT2G43445.1	C000318	11	duplicate
scaffold_403237.1	C000318	11	duplicate
Al_scaffold_0004_2589	C000318	11	duplicate
scaffold_403228.1	C000318	11	duplicate
scaffold_503182.1	C000318	11	duplicate
scaffold_700859.1	C000318	11	duplicate
scaffold_700866.1	C000318	11	duplicate
Al_scaffold_0001_1216	C000319	11	duplicate
Al_scaffold_0001_2509	C000319	11	duplicate
Al_scaffold_0002_1084	C000319	11	duplicate
Al_scaffold_0002_1656	C000319	11	duplicate
Al_scaffold_0003_2191	C000319	11	duplicate
Al_scaffold_0003_3962	C000319	11	duplicate
Al_scaffold_0007_2456	C000319	11	duplicate
fgenesh1_pg.C_scaffold_1003297	C000319	11	duplicate
fgenesh1_pg.C_scaffold_5000596	C000319	11	duplicate
fgenesh1_pg.C_scaffold_6002361	C000319	11	duplicate
scaffold_304236.1	C000319	11	duplicate
Al_scaffold_0001_1231	C000320	11	duplicate
fgenesh1_pg.C_scaffold_1001072	C000320	11	duplicate
fgenesh1_pm.C_scaffold_2000176	C000320	11	duplicate
fgenesh1_pm.C_scaffold_6000609	C000320	11	duplicate
fgenesh2_kg.1__1320__AT1G12160.1	C000320	11	duplicate
fgenesh2_kg.2__216__AT1G62620.1	C000320	11	duplicate
fgenesh2_kg.2__218__AT1G62600.1	C000320	11	duplicate
fgenesh2_kg.2__221__AT1G62580.1	C000320	11	duplicate
fgenesh2_kg.2__222__AT1G62560.1	C000320	11	duplicate
scaffold_101335.1	C000320	11	duplicate
scaffold_200299.1	C000320	11	duplicate
scaffold_301831.1	C000321	11	duplicate
Al_scaffold_0003_1714	C000321	11	duplicate
Al_scaffold_0007_654	C000321	11	duplicate
fgenesh1_pg.C_scaffold_1002079	C000321	11	duplicate
fgenesh1_pg.C_scaffold_2001495	C000321	11	duplicate
fgenesh1_pm.C_scaffold_1002707	C000321	11	duplicate
fgenesh2_kg.4__1704__AT2G36660.1	C000321	11	duplicate
scaffold_104684.1	C000321	11	duplicate
scaffold_303734.1	C000321	11	duplicate
scaffold_400317.1	C000321	11	duplicate
Al_scaffold_0008_232	C000321	11	duplicate
Al_scaffold_0001_1517	C000322	11	duplicate
Al_scaffold_0007_3104	C000322	11	duplicate
fgenesh2_kg.1__1187__AT1G10950.1	C000322	11	duplicate
fgenesh2_kg.1__4521__AT1G55130.1	C000322	11	duplicate
fgenesh2_kg.3__1477__AT3G13772.1	C000322	11	duplicate
fgenesh2_kg.4__332__AT2G24170.1	C000322	11	duplicate
scaffold_100860.1	C000322	11	duplicate
scaffold_500119.1	C000322	11	duplicate
scaffold_601101.1	C000322	11	duplicate
scaffold_602609.1	C000322	11	duplicate
scaffold_703583.1	C000322	11	duplicate
Al_scaffold_0001_294	C000323	11	duplicate
fgenesh2_kg.3__2137__AT3G19210.1	C000323	11	duplicate
fgenesh2_kg.5__126__AT2G02090.1	C000323	11	duplicate
Al_scaffold_0003_3959	C000323	11	duplicate
Al_scaffold_0003_591	C000323	11	duplicate
fgenesh2_kg.3__644__AT3G06400.1	C000323	11	duplicate
fgenesh2_kg.4__2687__AT2G44980.2	C000323	11	duplicate
fgenesh2_kg.6__1880__AT5G18620.2	C000323	11	duplicate
fgenesh2_kg.6__1948__AT5G19310.1	C000323	11	duplicate
fgenesh2_kg.8__2403__AT5G63950.1	C000323	11	duplicate
fgenesh2_kg.8__2741__AT5G66750.1	C000323	11	duplicate
Al_scaffold_0007_3234	C000324	11	duplicate
fgenesh1_pm.C_scaffold_5001126	C000324	11	duplicate
fgenesh2_kg.3__215__AT3G02740.1	C000324	11	duplicate
fgenesh2_kg.1__836__AT1G08210.1	C000324	11	duplicate
Al_scaffold_0007_3225	C000324	11	duplicate
Al_scaffold_0008_709	C000324	11	duplicate
fgenesh1_pm.C_scaffold_2000520	C000324	11	duplicate
fgenesh2_kg.1__549__AT1G05840.1	C000324	11	duplicate
fgenesh2_kg.4__1705__AT2G36670.1	C000324	11	duplicate
fgenesh2_kg.6__2272__AT5G22850.1	C000324	11	duplicate
scaffold_703509.1	C000324	11	duplicate
Al_scaffold_0001_3786	C000325	11	duplicate
Al_scaffold_0006_2790	C000325	11	duplicate
Al_scaffold_0001_3787	C000325	11	duplicate
Al_scaffold_0002_2331	C000325	11	duplicate
Al_scaffold_0007_2417	C000325	11	duplicate
scaffold_601179.1	C000325	11	duplicate
Al_scaffold_0004_3301	C000325	11	duplicate
Al_scaffold_0004_715	C000325	11	duplicate
fgenesh1_pg.C_scaffold_2002087	C000325	11	duplicate
fgenesh1_pg.C_scaffold_8002293	C000325	11	duplicate
Al_scaffold_0003_3106	C000325	11	duplicate
Al_scaffold_0001_4254	C000326	11	duplicate
fgenesh1_pm.C_scaffold_1003139	C000326	11	duplicate
fgenesh2_kg.4__728__AT2G28370.1	C000326	11	duplicate
fgenesh2_kg.5__1421__AT3G50810.1	C000326	11	duplicate
fgenesh2_kg.5__1770__AT3G53850.1	C000326	11	duplicate
fgenesh2_kg.6__118__AT5G02060.1	C000326	11	duplicate
scaffold_302801.1	C000326	11	duplicate
scaffold_402357.1	C000326	11	duplicate
scaffold_700410.1	C000326	11	duplicate
scaffold_801535.1	C000326	11	duplicate
Al_scaffold_0004_2301	C000326	11	duplicate
Al_scaffold_0001_4263	C000327	11	duplicate
Al_scaffold_0001_4670	C000327	11	duplicate
fgenesh2_kg.1__4351__AT1G52700.1	C000327	11	duplicate
scaffold_105078.1	C000327	11	duplicate
scaffold_301835.1	C000327	11	duplicate
scaffold_602103.1	C000327	11	duplicate
Al_scaffold_0001_4695	C000327	11	duplicate
Al_scaffold_0003_2843	C000327	11	duplicate
fgenesh2_kg.1__3872__AT1G47786.1	C000327	11	duplicate
fgenesh2_kg.1__4350__AT1G52695.1	C000327	11	duplicate
scaffold_105077.1	C000327	11	duplicate
Al_scaffold_0001_4314	C000328	11	duplicate
Al_scaffold_0005_2659	C000328	11	duplicate
Al_scaffold_0006_2621	C000328	11	duplicate
Al_scaffold_0006_3642	C000328	11	duplicate
Al_scaffold_0008_1798	C000328	11	duplicate
scaffold_200893.1	C000328	11	duplicate
scaffold_303099.1	C000328	11	duplicate
scaffold_400787.1	C000328	11	duplicate
scaffold_501453.1	C000328	11	duplicate
Al_scaffold_0005_2655	C000328	11	duplicate
scaffold_201855.1	C000328	11	duplicate
scaffold_700960.1	C000329	11	duplicate
fgenesh2_kg.1__778__AT1G07890.1	C000329	11	duplicate
fgenesh2_kg.6__2883__AT4G08390.2	C000329	11	duplicate
fgenesh2_kg.7__473__AT4G35970.1	C000329	11	duplicate
scaffold_303958.1	C000329	11	duplicate
scaffold_303959.1	C000329	11	duplicate
fgenesh2_kg.2__2044__AT1G77490.1	C000329	11	duplicate
fgenesh2_kg.3__985__AT3G09640.2	C000329	11	duplicate
fgenesh2_kg.7__590__AT4G35000.1	C000329	11	duplicate
scaffold_401316.1	C000329	11	duplicate
fgenesh2_kg.6__2843__AT4G09010.1	C000329	11	duplicate
Al_scaffold_0001_4892	C000330	11	duplicate
Al_scaffold_0001_5082	C000330	11	duplicate
Al_scaffold_0007_2536	C000330	11	duplicate
Al_scaffold_0007_3780	C000330	11	duplicate
Al_scaffold_0007_79	C000330	11	duplicate
Al_scaffold_0008_135	C000330	11	duplicate
fgenesh1_pg.C_scaffold_4000872	C000330	11	duplicate
fgenesh1_pg.C_scaffold_5000465	C000330	11	duplicate
fgenesh1_pg.C_scaffold_7003069	C000330	11	duplicate
fgenesh1_pg.C_scaffold_7003239	C000330	11	duplicate
fgenesh1_pg.C_scaffold_8000596	C000330	11	duplicate
Al_scaffold_0001_492	C000331	11	duplicate
fgenesh1_pg.C_scaffold_3000671	C000331	11	duplicate
fgenesh1_pm.C_scaffold_6001006	C000331	11	duplicate
fgenesh2_kg.1__623__AT1G06490.1	C000331	11	duplicate
fgenesh2_kg.4__1184__AT2G31960.1	C000331	11	duplicate
fgenesh2_kg.4__1726__AT2G36850.1	C000331	11	duplicate
fgenesh2_kg.6__3276__AT4G04970.1	C000331	11	duplicate
fgenesh2_kg.6__3348__AT4G03550.1	C000331	11	duplicate
scaffold_301696.1	C000331	11	duplicate
scaffold_303571.1	C000331	11	duplicate
scaffold_503113.1	C000331	11	duplicate
Al_scaffold_0001_4989	C000332	11	duplicate
Al_scaffold_0003_352	C000332	11	duplicate
Al_scaffold_0007_2992	C000332	11	duplicate
fgenesh1_pg.C_scaffold_8000236	C000332	11	duplicate
fgenesh1_pm.C_scaffold_3002126	C000332	11	duplicate
fgenesh2_kg.6__1830__AT5G18240.4	C000332	11	duplicate
scaffold_301453.1	C000332	11	duplicate
fgenesh2_kg.2__1223__AT1G69580.2	C000332	11	duplicate
fgenesh2_kg.2__2239__AT1G79430.2	C000332	11	duplicate
fgenesh2_kg.5__3__AT2G01060.1	C000332	11	duplicate
fgenesh2_kg.6__627__AT5G06800.1	C000332	11	duplicate
Al_scaffold_0006_3171	C000333	11	duplicate
Al_scaffold_0001_766	C000333	11	duplicate
Al_scaffold_0004_3010	C000333	11	duplicate
Al_scaffold_0004_763	C000333	11	duplicate
Al_scaffold_0005_989	C000333	11	duplicate
Al_scaffold_0006_3385	C000333	11	duplicate
Al_scaffold_0007_117	C000333	11	duplicate
Al_scaffold_0007_600	C000333	11	duplicate
fgenesh1_pg.C_scaffold_5000117	C000333	11	duplicate
fgenesh1_pg.C_scaffold_8001013	C000333	11	duplicate
Al_scaffold_0004_894	C000333	11	duplicate
Al_scaffold_0003_4010	C000334	11	duplicate
fgenesh1_pm.C_scaffold_5000208	C000334	11	duplicate
fgenesh2_kg.3__1010__AT3G09840.1	C000334	11	duplicate
fgenesh2_kg.5__1690__AT3G53230.1	C000334	11	duplicate
fgenesh2_kg.5__2102__AT3G56690.1	C000334	11	duplicate
scaffold_101842.1	C000334	11	duplicate
scaffold_300053.1	C000334	11	duplicate
scaffold_600258.1	C000334	11	duplicate
scaffold_600877.1	C000334	11	duplicate
fgenesh2_kg.1__231__AT1G03000.1	C000334	11	duplicate
scaffold_600858.1	C000334	11	duplicate
Al_scaffold_0001_838	C000335	11	duplicate
fgenesh1_pg.C_scaffold_3002909	C000335	11	duplicate
fgenesh1_pg.C_scaffold_6002418	C000335	11	duplicate
fgenesh2_kg.1__552__AT1G05870.2	C000335	11	duplicate
fgenesh2_kg.3__3120__AT2G15590.2	C000335	11	duplicate
fgenesh2_kg.3__437__AT3G04700.1	C000335	11	duplicate
fgenesh2_kg.4__1143__AT2G31560.1	C000335	11	duplicate
fgenesh2_kg.4__2501__AT2G43340.1	C000335	11	duplicate
scaffold_700745.1	C000335	11	duplicate
fgenesh2_kg.5__1378__AT3G50350.1	C000335	11	duplicate
fgenesh2_kg.4__2433__AT2G42760.1	C000335	11	duplicate
Al_scaffold_0002_1311	C000336	11	duplicate
Al_scaffold_0002_1313	C000336	11	duplicate
Al_scaffold_0002_1324	C000336	11	duplicate
fgenesh1_pg.C_scaffold_2001018	C000336	11	duplicate
fgenesh1_pm.C_scaffold_2000750	C000336	11	duplicate
scaffold_201486.1	C000336	11	duplicate
scaffold_201487.1	C000336	11	duplicate
scaffold_704274.1	C000336	11	duplicate
scaffold_704275.1	C000336	11	duplicate
scaffold_704276.1	C000336	11	duplicate
scaffold_201470.1	C000336	11	duplicate
Al_scaffold_0002_1638	C000337	11	duplicate
fgenesh1_pg.C_scaffold_3002963	C000337	11	duplicate
fgenesh1_pg.C_scaffold_3002972	C000337	11	duplicate
fgenesh1_pg.C_scaffold_6000739	C000337	11	duplicate
fgenesh1_pg.C_scaffold_8002143	C000337	11	duplicate
scaffold_102644.1	C000337	11	duplicate
scaffold_304403.1	C000337	11	duplicate
scaffold_500446.1	C000337	11	duplicate
scaffold_703380.1	C000337	11	duplicate
fgenesh1_pg.C_scaffold_1003322	C000337	11	duplicate
scaffold_801110.1	C000337	11	duplicate
Al_scaffold_0006_3672	C000338	11	duplicate
fgenesh1_pg.C_scaffold_5000431	C000338	11	duplicate
fgenesh1_pm.C_scaffold_5001263	C000338	11	duplicate
fgenesh2_kg.1__4308__AT1G52340.1	C000338	11	duplicate
fgenesh2_kg.3__1343__AT3G12800.1	C000338	11	duplicate
fgenesh2_kg.5__762__AT3G42960.1	C000338	11	duplicate
Al_scaffold_0004_3418	C000338	11	duplicate
fgenesh2_kg.4__2948__AT2G47130.1	C000338	11	duplicate
fgenesh2_kg.4__2950__AT2G47150.1	C000338	11	duplicate
fgenesh2_kg.5__443__AT3G26760.1	C000338	11	duplicate
fgenesh2_kg.7__2243__AT4G20760.1	C000338	11	duplicate
fgenesh1_pm.C_scaffold_5000893	C000339	11	duplicate
scaffold_803250.1	C000339	11	duplicate
fgenesh1_pm.C_scaffold_8000804	C000339	11	duplicate
fgenesh2_kg.3__283__AT3G03330.1	C000339	11	duplicate
fgenesh2_kg.1__2855__AT1G24470.1	C000339	11	duplicate
fgenesh2_kg.2__1007__AT1G67730.1	C000339	11	duplicate
fgenesh2_kg.8__946__AT5G50600.1	C000339	11	duplicate
scaffold_501660.1	C000339	11	duplicate
scaffold_603337.1	C000339	11	duplicate
scaffold_801505.1	C000339	11	duplicate
fgenesh2_kg.6__410__AT5G04900.1	C000339	11	duplicate
Al_scaffold_0002_2773	C000340	11	duplicate
Al_scaffold_0004_752	C000340	11	duplicate
fgenesh1_pg.C_scaffold_7003332	C000340	11	duplicate
fgenesh2_kg.1__1698__AT1G15430.1	C000340	11	duplicate
fgenesh2_kg.2__1035__AT1G68140.1	C000340	11	duplicate
fgenesh2_kg.2__2073__AT1G77770.2	C000340	11	duplicate
fgenesh2_kg.6__2887__AT4G08460.1	C000340	11	duplicate
fgenesh2_kg.7__1032__AT4G31410.1	C000340	11	duplicate
Al_scaffold_0007_3920	C000340	11	duplicate
fgenesh2_kg.3__2694__AT3G24740.1	C000340	11	duplicate
scaffold_500474.1	C000340	11	duplicate
Al_scaffold_0002_563	C000341	11	duplicate
Al_scaffold_0007_2770	C000341	11	duplicate
fgenesh1_pm.C_scaffold_1002040	C000341	11	duplicate
fgenesh1_pm.C_scaffold_3000422	C000341	11	duplicate
fgenesh2_kg.2__1269__AT1G70140.1	C000341	11	duplicate
fgenesh2_kg.3__777__AT3G07540.1	C000341	11	duplicate
fgenesh2_kg.4__2557__AT2G43800.1	C000341	11	duplicate
fgenesh2_kg.8__1362__AT5G54650.1	C000341	11	duplicate
scaffold_803356.1	C000341	11	duplicate
Al_scaffold_0003_2863	C000341	11	duplicate
fgenesh2_kg.8__703__AT5G48360.1	C000341	11	duplicate
fgenesh2_kg.1__1760__AT1G16060.1	C000342	11	duplicate
fgenesh2_kg.2__2276__AT1G79700.2	C000342	11	duplicate
fgenesh2_kg.5__1822__AT3G54320.1	C000342	11	duplicate
Al_scaffold_0006_1650	C000342	11	duplicate
Al_scaffold_0008_3101	C000342	11	duplicate
scaffold_104875.1	C000342	11	duplicate
scaffold_302490.1	C000342	11	duplicate
scaffold_601064.1	C000342	11	duplicate
fgenesh1_pm.C_scaffold_2001254	C000342	11	duplicate
fgenesh2_kg.4__2311__AT2G41710.2	C000342	11	duplicate
scaffold_700297.1	C000342	11	duplicate
fgenesh2_kg.1__3472__AT1G33470.1	C000343	11	duplicate
Al_scaffold_0008_1770	C000343	11	duplicate
fgenesh2_kg.1__2278__AT1G20880.1	C000343	11	duplicate
fgenesh2_kg.2__1933__AT1G76460.1	C000343	11	duplicate
fgenesh1_pg.C_scaffold_4002831	C000343	11	duplicate
fgenesh1_pm.C_scaffold_1001899	C000343	11	duplicate
fgenesh2_kg.2__1690__AT1G74230.1	C000343	11	duplicate
scaffold_102598.1	C000343	11	duplicate
fgenesh1_pm.C_scaffold_3000575	C000343	11	duplicate
fgenesh2_kg.2__2123__AT1G78260.1	C000343	11	duplicate
fgenesh2_kg.5__1875__AT3G54770.1	C000343	11	duplicate
scaffold_502193.1	C000344	11	duplicate
fgenesh1_pm.C_scaffold_6000361	C000344	11	duplicate
fgenesh2_kg.4__2225__AT2G40990.1	C000344	11	duplicate
fgenesh2_kg.5__2128__AT3G56930.1	C000344	11	duplicate
fgenesh2_kg.5__473__AT3G26935.1	C000344	11	duplicate
fgenesh2_kg.8__876__AT5G50020.1	C000344	11	duplicate
scaffold_501833.1	C000344	11	duplicate
scaffold_502847.1	C000344	11	duplicate
scaffold_701866.1	C000344	11	duplicate
scaffold_703854.1	C000344	11	duplicate
scaffold_300526.1	C000344	11	duplicate
Al_scaffold_0008_26	C000345	11	duplicate
fgenesh1_pg.C_scaffold_1001595	C000345	11	duplicate
fgenesh2_kg.3__820__AT3G07810.2	C000345	11	duplicate
fgenesh2_kg.4__1344__AT2G33410.1	C000345	11	duplicate
fgenesh2_kg.7__1574__AT4G26650.1	C000345	11	duplicate
fgenesh2_kg.7__2913__AT4G14300.1	C000345	11	duplicate
fgenesh2_kg.7__3369__AT5G40490.1	C000345	11	duplicate
fgenesh2_kg.7__337__AT4G36960.1	C000345	11	duplicate
fgenesh2_kg.8__1457__AT5G55550.1	C000345	11	duplicate
scaffold_200722.1	C000345	11	duplicate
fgenesh2_kg.3__1405__AT3G13224.1	C000345	11	duplicate
Al_scaffold_0003_3825	C000346	11	duplicate
fgenesh1_pg.C_scaffold_1001873	C000346	11	duplicate
fgenesh1_pg.C_scaffold_2001631	C000346	11	duplicate
scaffold_103933.1	C000346	11	duplicate
scaffold_200269.1	C000346	11	duplicate
scaffold_202170.1	C000346	11	duplicate
scaffold_400268.1	C000346	11	duplicate
scaffold_500683.1	C000346	11	duplicate
scaffold_501178.1	C000346	11	duplicate
scaffold_603102.1	C000346	11	duplicate
scaffold_800921.1	C000346	11	duplicate
Al_scaffold_0004_2143	C000347	11	duplicate
fgenesh2_kg.3__2772__AT2G04220.1	C000347	11	duplicate
fgenesh2_kg.3__458__AT3G04860.1	C000347	11	duplicate
fgenesh2_kg.4__1686__AT2G36470.1	C000347	11	duplicate
fgenesh2_kg.4__797__AT2G27770.1	C000347	11	duplicate
fgenesh2_kg.6__2777__AT5G28150.1	C000347	11	duplicate
scaffold_203104.1	C000347	11	duplicate
fgenesh2_kg.3__1409__AT3G13229.1	C000347	11	duplicate
scaffold_601114.1	C000347	11	duplicate
scaffold_801120.1	C000347	11	duplicate
fgenesh2_kg.4__438__AT2G25200.1	C000347	11	duplicate
Al_scaffold_0004_2404	C000348	11	duplicate
fgenesh1_pg.C_scaffold_3000780	C000348	11	duplicate
fgenesh2_kg.6__24__AT5G01760.1	C000348	11	duplicate
fgenesh2_kg.7__864__AT4G32760.1	C000348	11	duplicate
fgenesh2_kg.8__731__AT5G01760.1	C000348	11	duplicate
fgenesh2_kg.1__2328__AT1G21380.1	C000348	11	duplicate
fgenesh2_kg.2__1986__AT1G76970.1	C000348	11	duplicate
fgenesh2_kg.6__1684__AT5G16880.1	C000348	11	duplicate
fgenesh2_kg.8__2370__AT5G63640.1	C000348	11	duplicate
scaffold_300256.1	C000348	11	duplicate
fgenesh1_pm.C_scaffold_1000479	C000348	11	duplicate
Al_scaffold_0004_2495	C000349	11	duplicate
fgenesh1_pm.C_scaffold_1001618	C000349	11	duplicate
fgenesh2_kg.2__1744__AT1G74780.1	C000349	11	duplicate
fgenesh2_kg.4__757__AT2G28120.1	C000349	11	duplicate
fgenesh2_kg.7__595__AT4G34950.1	C000349	11	duplicate
fgenesh2_kg.8__932__AT5G50630.1	C000349	11	duplicate
scaffold_203013.1	C000349	11	duplicate
scaffold_300019.1	C000349	11	duplicate
scaffold_303952.1	C000349	11	duplicate
scaffold_601426.1	C000349	11	duplicate
fgenesh1_pm.C_scaffold_1001345	C000349	11	duplicate
fgenesh2_kg.2__1107__AT1G68550.2	C000350	11	duplicate
fgenesh2_kg.4__2841__AT2G46310.1	C000350	11	duplicate
fgenesh2_kg.2__1375__AT1G71130.1	C000350	11	duplicate
scaffold_602074.1	C000350	11	duplicate
scaffold_801806.1	C000350	11	duplicate
fgenesh2_kg.1__2778__AT1G25470.1	C000350	11	duplicate
fgenesh2_kg.6__3086__AT4G11140.1	C000350	11	duplicate
scaffold_500470.1	C000350	11	duplicate
fgenesh2_kg.5__2643__AT3G61630.1	C000350	11	duplicate
fgenesh2_kg.7__1924__AT4G23750.1	C000350	11	duplicate
scaffold_701473.1	C000350	11	duplicate
Al_scaffold_0005_1357	C000351	11	duplicate
Al_scaffold_0008_2498	C000351	11	duplicate
Al_scaffold_0008_883	C000351	11	duplicate
fgenesh1_pm.C_scaffold_1001641	C000351	11	duplicate
fgenesh1_pm.C_scaffold_6000574	C000351	11	duplicate
fgenesh2_kg.1__945__AT1G09090.2	C000351	11	duplicate
fgenesh2_kg.2__79__AT1G64060.1	C000351	11	duplicate
fgenesh2_kg.6__3092__AT4G11230.1	C000351	11	duplicate
fgenesh2_kg.7__1760__AT4G25090.1	C000351	11	duplicate
fgenesh2_kg.8__988__AT5G51060.1	C000351	11	duplicate
scaffold_801012.1	C000351	11	duplicate
Al_scaffold_0005_2603	C000352	11	duplicate
Al_scaffold_0006_3894	C000352	11	duplicate
fgenesh1_pm.C_scaffold_4000487	C000352	11	duplicate
fgenesh2_kg.1__1183__AT1G10900.1	C000352	11	duplicate
fgenesh2_kg.1__2387__AT1G21980.1	C000352	11	duplicate
fgenesh2_kg.2__2067__AT1G77740.1	C000352	11	duplicate
fgenesh2_kg.2__373__AT1G60890.1	C000352	11	duplicate
fgenesh2_kg.3__1018__AT3G09920.1	C000352	11	duplicate
scaffold_300940.1	C000352	11	duplicate
scaffold_402928.1	C000352	11	duplicate
fgenesh1_pm.C_scaffold_1000070	C000352	11	duplicate
Al_scaffold_0006_226	C000353	11	duplicate
Al_scaffold_0006_2535	C000353	11	duplicate
fgenesh1_pg.C_scaffold_5001831	C000353	11	duplicate
fgenesh2_kg.4__1630__AT2G35990.1	C000353	11	duplicate
fgenesh2_kg.4__1773__AT2G37210.1	C000353	11	duplicate
fgenesh2_kg.4__737__AT2G28305.1	C000353	11	duplicate
fgenesh2_kg.6__1171__AT5G11950.1	C000353	11	duplicate
fgenesh2_kg.6__574__AT5G06300.1	C000353	11	duplicate
scaffold_300550.1	C000353	11	duplicate
scaffold_700604.1	C000353	11	duplicate
scaffold_801485.1	C000353	11	duplicate
Al_scaffold_0006_3449	C000354	11	duplicate
fgenesh1_pg.C_scaffold_4002625	C000354	11	duplicate
fgenesh2_kg.6__2988__AT4G10660.1	C000354	11	duplicate
fgenesh2_kg.6__3175__AT4G12370.1	C000354	11	duplicate
scaffold_200832.1	C000354	11	duplicate
scaffold_302215.1	C000354	11	duplicate
scaffold_703128.1	C000354	11	duplicate
Al_scaffold_0007_2852	C000354	11	duplicate
fgenesh2_kg.5__2081__AT3G56470.1	C000354	11	duplicate
fgenesh2_kg.6__3048__AT4G10695.1	C000354	11	duplicate
scaffold_603430.1	C000354	11	duplicate
Al_scaffold_0006_3780	C000355	11	duplicate
scaffold_200742.1	C000355	11	duplicate
scaffold_201071.1	C000355	11	duplicate
scaffold_603256.1	C000355	11	duplicate
scaffold_603538.1	C000355	11	duplicate
scaffold_603726.1	C000355	11	duplicate
scaffold_604112.1	C000355	11	duplicate
scaffold_201768.1	C000355	11	duplicate
scaffold_603165.1	C000355	11	duplicate
scaffold_703641.1	C000355	11	duplicate
scaffold_703243.1	C000355	11	duplicate
Al_scaffold_0007_1275	C000356	11	duplicate
fgenesh2_kg.1__953__AT5G39650.1	C000356	11	duplicate
fgenesh2_kg.5__288__AT3G02430.1	C000356	11	duplicate
fgenesh2_kg.7__1852__AT4G24310.1	C000356	11	duplicate
fgenesh2_kg.7__3458__AT5G39650.1	C000356	11	duplicate
scaffold_300181.1	C000356	11	duplicate
scaffold_302570.1	C000356	11	duplicate
scaffold_302573.1	C000356	11	duplicate
scaffold_602905.1	C000356	11	duplicate
scaffold_702582.1	C000356	11	duplicate
scaffold_800229.1	C000356	11	duplicate
Al_scaffold_0007_2431	C000357	11	duplicate
fgenesh1_pg.C_scaffold_1002924	C000357	11	duplicate
fgenesh2_kg.1__1141__AT1G10650.2	C000357	11	duplicate
fgenesh2_kg.1__3814__AT1G45976.1	C000357	11	duplicate
fgenesh2_kg.2__2212__AT1G79110.1	C000357	11	duplicate
fgenesh2_kg.3__1355__AT3G12920.1	C000357	11	duplicate
fgenesh2_kg.7__582__AT4G35070.1	C000357	11	duplicate
fgenesh2_kg.8__288__AT5G45100.1	C000357	11	duplicate
fgenesh2_kg.8__91__AT5G47050.1	C000357	11	duplicate
scaffold_702433.1	C000357	11	duplicate
fgenesh2_kg.2__399__AT1G60610.1	C000357	11	duplicate
scaffold_601944.1	C000358	11	duplicate
scaffold_601945.1	C000358	11	duplicate
scaffold_601949.1	C000358	11	duplicate
fgenesh2_kg.3__637__AT3G06340.2	C000358	11	duplicate
fgenesh2_kg.6__1893__AT5G18710.1	C000358	11	duplicate
fgenesh2_kg.6__1894__AT5G18740.1	C000358	11	duplicate
scaffold_601948.1	C000358	11	duplicate
scaffold_601951.1	C000358	11	duplicate
scaffold_601947.1	C000358	11	duplicate
scaffold_601943.1	C000358	11	duplicate
scaffold_601946.1	C000358	11	duplicate
Al_scaffold_0008_2676	C000359	11	duplicate
Al_scaffold_0008_2678	C000359	11	duplicate
fgenesh2_kg.5__1127__AT3G47730.1	C000359	11	duplicate
fgenesh2_kg.5__1128__AT3G47740.1	C000359	11	duplicate
fgenesh2_kg.5__1129__AT3G47750.1	C000359	11	duplicate
fgenesh2_kg.5__1130__AT3G47770.1	C000359	11	duplicate
fgenesh2_kg.5__1131__AT3G47780.1	C000359	11	duplicate
fgenesh2_kg.5__1132__AT3G47790.1	C000359	11	duplicate
fgenesh2_kg.8__2152__AT5G61690.1	C000359	11	duplicate
fgenesh2_kg.8__2154__AT5G61700.1	C000359	11	duplicate
fgenesh2_kg.8__2156__AT5G61740.1	C000359	11	duplicate
Al_scaffold_0008_731	C000360	11	duplicate
fgenesh1_pg.C_scaffold_1000630	C000360	11	duplicate
fgenesh1_pg.C_scaffold_3001291	C000360	11	duplicate
fgenesh2_kg.6__3147__AT4G11950.1	C000360	11	duplicate
scaffold_104507.1	C000360	11	duplicate
scaffold_702058.1	C000360	11	duplicate
scaffold_802352.1	C000360	11	duplicate
fgenesh2_kg.2__184__AT1G62981.1	C000360	11	duplicate
fgenesh2_kg.3__862__AT3G08600.1	C000360	11	duplicate
fgenesh2_kg.7__1928__AT4G23720.1	C000360	11	duplicate
fgenesh2_kg.6__3590__AT4G01140.1	C000360	11	duplicate
fgenesh1_pg.C_scaffold_2001190	C000361	11	duplicate
fgenesh1_pg.C_scaffold_4001302	C000361	11	duplicate
fgenesh2_kg.3__3566__AT2G20370.1	C000361	11	duplicate
fgenesh2_kg.4__1270__AT2G32740.1	C000361	11	duplicate
fgenesh2_kg.7__2044__AT4G22580.1	C000361	11	duplicate
fgenesh2_kg.7__3286__AT5G41250.1	C000361	11	duplicate
scaffold_200172.1	C000361	11	duplicate
